"공간정보관리번호","X 좌표 최소값","Y 좌표 최소값","X 좌표 최대값","Y 좌표 최대값","제설함번호","관리기관명","위치상세정보","비고"
"87","201132.8","552776.3","201132.8","552776.3","창신1동-07","종로구","창신5길 46-2","창신5길 46-2"
"88","201069.3","552718.3","201069.3","552718.3","창신1동-08","종로구","창신5라길 1","창신5라길 1"
"89","201084.1","552685.3","201084.1","552685.3","창신1동-09","종로구","창신5길 22","창신5길 22"
"90","201109.4","552695.0","201109.4","552695.0","창신1동-10","종로구","창신5라길 10","창신5라길 10"
"91","201132.5","552718.0","201132.5","552718.0","창신1동-11","종로구","창신5라길 19","창신5라길 19"
"92","201141.6","552677.7","201141.6","552677.7","창신1동-12","종로구","종로51가길 36-4","종로51가길 36-4"
"93","201059.3","552343.2","201059.3","552343.2","창신1동-13","종로구","종로51가길 16-9","종로51가길 16-9"
"94","201101.7","552656.5","201101.7","552656.5","창신1동-14","종로구","종로53길 21-6","종로53길 21-6"
"95","201165.5","552639.7","201165.5","552639.7","창신1동-15","종로구","종로53길 24","종로53길 24"
"96","201193.5","552651.9","201193.5","552651.9","창신1동-16","종로구","종로53길 22-5","종로53길 22-5"
"97","201227.8","552664.6","201227.8","552664.6","창신1동-17","종로구","종로53길 35","종로53길 35"
"98","200987.3","552386.5","200987.3","552386.5","창신1동-18","종로구","종로48길 26-1","종로48길 26-1"
"99","201045.1","552360.8","201045.1","552360.8","창신1동-19","종로구","종로46가길 9","종로46가길 9"
"100","201124.0","552353.3","201124.0","552353.3","창신1동-20","종로구","종로44길 23-5","종로44길 23-5"
"101","201057.0","552408.3","201057.0","552408.3","창신1동-21","종로구","종로44길 30-2","종로44길 30-2"
"102","201185.8","552711.3","201185.8","552711.3","창신1동-22","종로구","종로44길 43","종로44길 43"
"103","200519.3","552994.3","200519.3","552994.3","이화동-001","종로구","율곡로19길 17-8 노인복지관앞","율곡로19길"
"104","200577.0","553044.8","200577.0","553044.8","이화동-002","종로구","율곡로19길 33-12앞","율곡로19길"
"105","200567.7","553076.6","200567.7","553076.6","이화동-003","종로구","율곡로19길 33-24앞","율곡로19길"
"106","200587.9","553011.9","200587.9","553011.9","이화동-004","종로구","율곡로19길 29 이화빌라 맞은편 화단","율곡로19길"
"107","200648.1","553037.0","200648.1","553037.0","이화동-005","종로구","율곡로19길 동숭교옆 계단난간 밑","율곡로19길"
"108","200653.8","553045.4","200653.8","553045.4","이화동-006","종로구","율곡로19길 동숭교 위","율곡로19길"
"109","200643.0","553083.5","200643.0","553083.5","이화동-007","종로구","율곡로19길 68-1 정미용실앞","율곡로19길"
"110","200699.0","553047.8","200699.0","553047.8","이화동-008","종로구","낙산성곽서1길 107-23 앞","낙산성곽서1길"
"111","200629.4","553186.7","200629.4","553186.7","이화동-009","종로구","낙산4길 46앞","낙산4길"
"112","200632.7","553255.2","200632.7","553255.2","이화동-010","종로구","낙산4길 24 동숭어린이집 입구","낙산4길"
"113","200576.5","553419.7","200576.5","553419.7","이화동-011","종로구","낙산4길 낙산공원 입구 맞은편","낙산4길"
"114","200543.4","553454.8","200543.4","553454.8","이화동-012","종로구","낙산길 30 맞은편 화단","낙산길"
"115","200486.2","553438.8","200486.2","553438.8","이화동-013","종로구","낙산길 17 앞","낙산길"
"116","200508.4","553510.3","200508.4","553510.3","이화동-014","종로구","낙산1길 21 마로니에경로당앞","낙산1길"
"117","200417.3","553551.2","200417.3","553551.2","이화동-015","종로구","동숭3길 14 밑 광명빌라 담장","동숭3길"
"118","200474.7","553610.1","200474.7","553610.1","이화동-016","종로구","동숭3길 26-15 맞은편","동숭3길"
"119","200404.3","553684.4","200404.3","553684.4","이화동-017","종로구","동숭3길 38 마로니에빌라 맞은편","동숭3길"
"120","200461.0","553725.8","200461.0","553725.8","이화동-018","종로구","동숭4나길 22-2 주차장 옆","동숭4나길"
"121","200494.2","553728.8","200494.2","553728.8","이화동-019","종로구","동숭4나길 28 옆 골목입구","동숭4나길"
"122","200519.3","553743.3","200519.3","553743.3","이화동-020","종로구","동숭4나길 29 동숭경로당 화단","동숭4나길"
"123","200577.1","553723.5","200577.1","553723.5","이화동-021","종로구","동숭4나길 38 옆 공지","동숭4나길"
"124","200464.3","553708.7","200464.3","553708.7","이화동-022","종로구","동숭4나길 22-6 계단 중간","동숭4나길"
"125","200441.4","553753.5","200441.4","553753.5","이화동-023","종로구","동숭4다길 5","동숭4다길"
"126","200463.6","553844.7","200463.6","553844.7","이화동-024","종로구","동숭4라길 1 옆","동숭4라길"
"127","200547.2","553750.0","200547.2","553750.0","이화동-025","종로구","동숭4라길 29앞 화단","동숭4라길"
"128","200509.9","553825.4","200509.9","553825.4","이화동-026","종로구","동숭4라길 13 맞은편 소화장치함옆","동숭4라길"
"129","200511.4","553838.1","200511.4","553838.1","이화동-027","종로구","동숭4라길 9 옆","동숭4라길"
"130","200526.1","553767.7","200526.1","553767.7","이화동-028","종로구","동숭4라길 24","동숭4라길"
"131","200487.3","553874.4","200487.3","553874.4","이화동-029","종로구","동숭4길 46 앞","동숭4길"
"132","200482.9","553897.7","200482.9","553897.7","이화동-030","종로구","동숭4길 50 맞은편","동숭4길"
"133","200471.1","553917.4","200471.1","553917.4","이화동-031","종로구","동숭4길 56 옆","동숭4길"
"134","200478.8","553949.0","200478.8","553949.0","이화동-032","종로구","동숭4길 66 맞은편","동숭4길"
"135","200498.7","553947.6","200498.7","553947.6","이화동-033","종로구","동숭4길 67 옆","동숭4길"
"136","200457.0","553874.4","200457.0","553874.4","이화동-034","종로구","동숭4가길 31 맞은편 공영주차장앞","동숭4가길"
"137","200446.7","553863.3","200446.7","553863.3","이화동-035","종로구","동숭4가길 28 전봇대옆","동숭4가길"
"138","200413.6","553836.9","200413.6","553836.9","이화동-036","종로구","동숭4가길 21","동숭4가길"
"139","200365.1","553780.5","200365.1","553780.5","이화동-037","종로구","동숭4가길 8 맞든편 건물 주차장입구","동숭4가길"
"140","200458.9","553388.7","200458.9","553388.7","이화동-038","종로구","동숭1길 11-1 동숭공영주차장안쪽","동숭1길"
"141","200495.3","553371.5","200495.3","553371.5","이화동-039","종로구","동숭1길 22 옆","동숭1길"
"142","200558.6","553316.0","200558.6","553316.0","이화동-040","종로구","낙산3길 27-1 앞 소화장치함 옆","낙산3길"
"143","200506.6","553290.2","200506.6","553290.2","이화동-041","종로구","이화장2길 52 옆 소화장치함 옆","이화장2길"
"144","200600.9","553120.6","200600.9","553120.6","이화동-042","종로구","이화장1나길 15 이화경로당","이화장1나길"
"145","200531.1","553118.7","200531.1","553118.7","이화동-043","종로구","이화장1나길 3 앞","이화장1나길"
"146","200094.1","553298.3","200094.1","553298.3","이화동-044","종로구","대학로7길 18 옷수거함 옆","대학로7길"
"147","200048.7","553239.6","200048.7","553239.6","이화동-045","종로구","대학로5길 29-1 비상소화장치함 옆","대학로5길"
"148","200067.0","553276.0","200067.0","553276.0","이화동-046","종로구","대학로5길 35 옷수거함옆","대학로5길"
"149","200029.2","552961.2","200029.2","552961.2","이화동-047","종로구","율곡로 191-3 맞은편","율곡로"
"150","200737.3","553350.6","200737.3","553350.6","이화동-048","종로구","낙산성곽서길 173 맞은편 정자","낙산성곽서길"
"151","200709.7","553317.7","200709.7","553317.7","이화동-049","종로구","낙산성곽서길 172 30미터 밑 정자","낙산성곽서길"
"152","200699.2","553227.4","200699.2","553227.4","이화동-050","종로구","낙산성곽서1길 141 위 정자","낙산성곽서1길"
"153","200720.7","553190.5","200720.7","553190.5","이화동-051","종로구","낙산성곽서1길 26 맞은편 성곽","낙산성곽서1길"
"154","200735.9","553140.3","200735.9","553140.3","이화동-052","종로구","낙산성곽서1길 18-6 맞은편 성곽","낙산성곽서1길"
"155","200758.1","553058.7","200758.1","553058.7","이화동-053","종로구","낙산성곽서1길 107-1 맞은편 화단","낙산성곽서1길"
"156","200715.9","553063.7","200715.9","553063.7","이화동-054","종로구","낙산성곽서1길 107-13앞","낙산성곽서1길"
"157","196130.7","552995.4","196130.7","552995.4","무악-01","종로구","통일로 276","통일로"
"158","196188.0","552996.1","196188.0","552996.1","무악-02","종로구","통일로16길 13","통일로16길"
"159","196231.9","552928.9","196231.9","552928.9","무악-03","종로구","통일로16길 8-3","통일로16길"
"160","196337.5","552935.8","196337.5","552935.8","무악-04","종로구","통일로14길 36","통일로14길"
"161","196473.2","553096.3","196473.2","553096.3","무악-05","종로구","무악동산 2-79","무악동"
"162","196458.7","553174.1","196458.7","553174.1","무악-06","종로구","통일로18가길 9","통일로18가길"
"163","196369.1","553140.1","196369.1","553140.1","무악-07","종로구","통일로18가길 40","통일로18가길"
"164","196468.6","552985.8","196468.6","552985.8","무악-08","종로구","무악동 57-10","무악동"
"165","196528.3","552963.0","196528.3","552963.0","무악-09","종로구","통일로18길 64","통일로18길"
"166","196625.2","553102.0","196625.2","553102.0","무악-10","종로구","통일로18나길 19-1","통일로18나길"
"167","196543.9","553064.4","196543.9","553064.4","무악-11","종로구","통일로18나길 15","통일로18나길"
"168","196521.8","552980.1","196521.8","552980.1","무악-12","종로구","통일로18나길 9","통일로18나길"
"169","196678.1","553049.2","196678.1","553049.2","무악-13","종로구","통일로12길 102","통일로12길"
"170","196643.7","552988.9","196643.7","552988.9","무악-14","종로구","통일로12길 92-1","통일로12길"
"171","196499.4","552680.8","196499.4","552680.8","무악-15","종로구","통일로12길 20-2","통일로12길"
"172","196343.4","552778.6","196343.4","552778.6","무악-16","종로구","통일로12가길 30-14","통일로12가길"
"173","196395.6","552960.3","196395.6","552960.3","무악-17","종로구","무악동 60-9","무악동"
"174","196491.6","552972.7","196491.6","552972.7","무악-18","종로구","통일로18나길 2","통일로18나길"
"175","196323.3","552801.1","196323.3","552801.1","무악-19","종로구","통일로14길 6-5","통일로14길"
"176","201323.8","553018.0","201323.8","553018.0","창신3-001","종로구","지봉로11길 8","지봉로11길"
"177","201240.9","553037.1","201240.9","553037.1","창신3-002","종로구","지봉로11길 26","지봉로11길"
"178","201223.6","553034.7","201223.6","553034.7","창신3-003","종로구","지봉로11길 27","지봉로11길"
"179","201201.7","553044.1","201201.7","553044.1","창신3-004","종로구","지봉로11길 33-3","지봉로11길"
"180","201267.2","553219.8","201267.2","553219.8","창신3-005","종로구","지봉로13길 20-2","지봉로13길"
"181","201249.1","553201.1","201249.1","553201.1","창신3-006","종로구","지봉로13가길 14-2","지봉로13가길"
"182","201200.6","553141.4","201200.6","553141.4","창신3-007","종로구","지봉로13가길 14-15","지봉로13가길"
"183","201154.0","553135.8","201154.0","553135.8","창신3-008","종로구","지봉로13길 64-2","지봉로13길"
"184","201157.7","553120.0","201157.7","553120.0","창신3-009","종로구","지봉로13길 68","지봉로13길"
"185","201208.9","553098.3","201208.9","553098.3","창신3-010","종로구","지봉로13가길 29","지봉로13가길"
"186","201180.4","553095.8","201180.4","553095.8","창신3-011","종로구","지봉로13가길 35","지봉로13가길"
"187","201166.4","553096.6","201166.4","553096.6","창신3-012","종로구","지봉로13가길 38","지봉로13가길"
"188","201156.5","553079.1","201156.5","553079.1","창신3-013","종로구","지봉로13가길 41","지봉로13가길"
"189","201148.6","553070.0","201148.6","553070.0","창신3-014","종로구","지봉로13가길 50","지봉로13가길"
"190","201146.0","552990.0","201146.0","552990.0","창신3-015","종로구","지봉로13가길 59","지봉로13가길"
"191","201129.9","552937.1","201129.9","552937.1","창신3-016","종로구","창신6가길 48","창신6가길"
"192","201126.1","552900.9","201126.1","552900.9","창신3-017","종로구","창신6가길 40","창신6가길"
"193","201065.0","552928.5","201065.0","552928.5","창신3-018","종로구","창신6나길 15","창신6나길"
"194","201110.7","553005.1","201110.7","553005.1","창신3-019","종로구","창신6가길 62","창신6가길"
"195","201118.3","553087.9","201118.3","553087.9","창신3-020","종로구","지봉로13길 75","지봉로13길"
"196","201088.8","553057.2","201088.8","553057.2","창신3-021","종로구","지봉로13길 82","지봉로13길"
"197","201051.2","553147.0","201051.2","553147.0","창신3-022","종로구","낙산5길 63","낙산5길"
"198","201020.9","553278.9","201020.9","553278.9","창신3-023","종로구","낙산5길 17-15","낙산5길"
"199","200989.0","553509.6","200989.0","553509.6","창신3-024","종로구","낙산길 198","낙산길"
"200","201307.8","553344.9","201307.8","553344.9","창신3-025","종로구","지봉로 101-31","지봉로"
"201","201194.3","553353.2","201194.3","553353.2","창신3-026","종로구","지봉로17길 29","지봉로17길"
"202","201168.9","553371.0","201168.9","553371.0","창신3-027","종로구","지봉로17길 35-2","지봉로17길"
"203","201122.0","553358.0","201122.0","553358.0","창신3-028","종로구","지봉로17길 46-5","지봉로17길"
"204","201122.9","553330.6","201122.9","553330.6","창신3-029","종로구","지봉로17길 56","지봉로17길"
"205","201084.3","553297.0","201084.3","553297.0","창신3-030","종로구","지봉로17길 69","지봉로17길"
"206","201367.9","553446.6","201367.9","553446.6","숭인1동-001","종로구","숭인동 1-37","숭인동 1-37"
"207","201402.6","553343.9","201402.6","553343.9","숭인1동-002","종로구","숭인동 7-40","숭인동 7-40"
"208","201459.4","553330.6","201459.4","553330.6","숭인1동-003","종로구","숭인동 16-2","숭인동 16-2"
"209","201517.9","553417.7","201517.9","553417.7","숭인1동-004","종로구","숭인동 22-8","숭인동 22-8"
"210","201559.5","553352.1","201559.5","553352.1","숭인1동-005","종로구","숭인동 31-3","숭인동 31-3"
"211","201604.0","553298.1","201604.0","553298.1","숭인1동-006","종로구","숭인동 32-14","숭인동 32-14"
"212","201613.8","553230.7","201613.8","553230.7","숭인1동-007","종로구","숭인동 56-135","숭인동 56-135"
"213","201411.5","553581.5","201411.5","553581.5","숭인1동-008","종로구","숭인동 2-1","숭인동 2-1"
"214","201535.7","553282.6","201535.7","553282.6","숭인1동-009","종로구","숭인동 56-29","숭인동 56-29"
"215","201498.7","553289.3","201498.7","553289.3","숭인1동-010","종로구","숭인동 47-2","숭인동 47-2"
"216","201441.9","553247.3","201441.9","553247.3","숭인1동-011","종로구","숭인동 56-173","숭인동 56-173"
"217","201462.0","553111.7","201462.0","553111.7","숭인1동-012","종로구","숭인동 57-16","숭인동 57-16"
"218","201476.2","553067.6","201476.2","553067.6","숭인1동-013","종로구","숭인동 57-18","숭인동 57-18"
"219","201485.8","553019.7","201485.8","553019.7","숭인1동-014","종로구","숭인동 59","숭인동 59"
"220","201490.2","552886.6","201490.2","552886.6","숭인1동-015","종로구","숭인동 56-60","숭인동 56-60"
"221","201513.8","552831.6","201513.8","552831.6","숭인1동-016","종로구","숭인동 산5-17","숭인동 산5-17"
"222","201408.5","552846.6","201408.5","552846.6","숭인1동-017","종로구","숭인동 70-9","숭인동 70-9"
"223","201500.6","552780.7","201500.6","552780.7","숭인1동-018","종로구","숭인동 65-3","숭인동 65-3"
"224","201550.9","552759.2","201550.9","552759.2","숭인1동-019","종로구","숭인동 72-30","숭인동 72-30"
"225","201637.8","552797.9","201637.8","552797.9","숭인1동-020","종로구","숭인동 72-132","숭인동 72-132"
"226","201545.1","552726.3","201545.1","552726.3","숭인1동-021","종로구","숭인동 72-190","숭인동 72-190"
"227","201632.8","552827.9","201632.8","552827.9","숭인1동-022","종로구","숭인동 72-149","숭인동 72-149"
"228","201663.3","552916.3","201663.3","552916.3","숭인1동-023","종로구","숭인동 179-128","숭인동 179-128"
"229","201640.3","553054.4","201640.3","553054.4","숭인1동-024","종로구","숭인동 179-15","숭인동 179-15"
"230","201429.6","553056.2","201429.6","553056.2","숭인1동-025","종로구","숭인동 56-59","숭인동 56-59"
"231","201492.8","552816.4","201492.8","552816.4","숭인1동-026","종로구","숭인동 70-7","숭인동 70-7"
"232","199272.5","554529.5","199272.5","554529.5","혜화동-001","종로구","명륜10길 30-8","명륜10길"
"233","199299.1","554488.3","199299.1","554488.3","혜화동-002","종로구","명륜10길 35","명륜10길"
"234","199333.9","554518.2","199333.9","554518.2","혜화동-003","종로구","명륜10길 27","명륜10길"
"235","199313.8","554573.4","199313.8","554573.4","혜화동-004","종로구","명륜10길 16","명륜10길"
"236","199340.1","554601.0","199340.1","554601.0","혜화동-005","종로구","명륜10길 10-2","명륜10길"
"237","199355.3","554597.5","199355.3","554597.5","혜화동-006","종로구","명륜10길 3","명륜10길"
"238","199329.5","554458.2","199329.5","554458.2","혜화동-007","종로구","명륜3길 49-4","명륜3길"
"239","199370.0","554467.3","199370.0","554467.3","혜화동-008","종로구","명륜3길 44","명륜3길"
"240","199374.1","554507.7","199374.1","554507.7","혜화동-009","종로구","명륜6길 10","명륜6길"
"241","199419.5","554542.5","199419.5","554542.5","혜화동-010","종로구","명륜7길 1","명륜7길"
"242","199457.1","554509.8","199457.1","554509.8","혜화동-011","종로구","명륜5길 8","명륜5길"
"243","199455.1","554564.6","199455.1","554564.6","혜화동-012","종로구","명륜7길 15","명륜7길"
"244","199410.4","554586.8","199410.4","554586.8","혜화동-013","종로구","명륜5길 25","명륜5길"
"245","199520.1","554537.6","199520.1","554537.6","혜화동-014","종로구","명륜7길 27","명륜7길"
"246","199517.3","554574.7","199517.3","554574.7","혜화동-015","종로구","명륜9길 33","명륜9길"
"247","199552.2","554645.6","199552.2","554645.6","혜화동-016","종로구","성균관로13길 66","성균관로13길"
"248","199581.0","554591.3","199581.0","554591.3","혜화동-017","종로구","성균관로13길 55","성균관로13길"
"249","199626.0","554561.7","199626.0","554561.7","혜화동-018","종로구","명륜7길 52","명륜7길"
"250","199620.1","554485.4","199620.1","554485.4","혜화동-019","종로구","명륜2길 44-9","명륜2길"
"251","199621.3","554435.2","199621.3","554435.2","혜화동-020","종로구","명륜2길 32","명륜2길"
"252","199534.6","554423.9","199534.6","554423.9","혜화동-021","종로구","명륜4길 3","명륜4길"
"253","199460.0","554383.0","199460.0","554383.0","혜화동-022","종로구","명륜3길 17","명륜3길"
"254","199601.6","554389.2","199601.6","554389.2","혜화동-023","종로구","명륜2길 7","명륜2길"
"255","199535.3","554302.4","199535.3","554302.4","혜화동-024","종로구","명륜1길 12","명륜1길"
"256","199557.2","554272.8","199557.2","554272.8","혜화동-025","종로구","명륜1길 19","명륜1길"
"257","199624.9","554268.1","199624.9","554268.1","혜화동-026","종로구","성균관로7길 36","성균관로7길"
"258","199647.7","554191.0","199647.7","554191.0","혜화동-027","종로구","성균관로7길 20","성균관로7길"
"259","199758.8","554027.7","199758.8","554027.7","혜화동-028","종로구","성균관로 32-8","성균관로"
"260","199589.7","553907.9","199589.7","553907.9","혜화동-029","종로구","성균관로5길 39-1","성균관로5길"
"261","199431.2","554172.7","199431.2","554172.7","혜화동-030","종로구","성균관로5길 101","성균관로5길"
"262","199469.4","554130.1","199469.4","554130.1","혜화동-031","종로구","성균관로5길 85","성균관로5길"
"263","199784.5","553691.9","199784.5","553691.9","혜화동-032","종로구","창경궁로27길 12","창경궁로27길"
"264","199658.8","553765.0","199658.8","553765.0","혜화동-033","종로구","창경궁로27길 41","창경궁로27길"
"265","199836.9","553594.5","199836.9","553594.5","혜화동-034","종로구","창경궁로26길 7","창경궁로26길"
"266","199932.7","553579.8","199932.7","553579.8","혜화동-035","종로구","창경궁로26길 28","창경궁로26길"
"267","200041.7","553579.2","200041.7","553579.2","혜화동-036","종로구","대학로9길 28","대학로9길"
"268","200044.1","553614.1","200044.1","553614.1","혜화동-037","종로구","대학로11길 23","대학로11길"
"269","199745.3","554641.4","199745.3","554641.4","혜화동-038","종로구","성균관로17길 49","성균관로17길"
"270","200123.7","554446.4","200123.7","554446.4","혜화동-039","종로구","혜화로6길 63","혜화로6길"
"271","199953.0","553914.3","199953.0","553914.3","혜화동-040","종로구","성균관로4길 38","성균관로4길"
"272","200047.9","554141.0","200047.9","554141.0","혜화동-041","종로구","혜화로 12","혜화로"
"273","200032.8","554380.7","200032.8","554380.7","혜화동-042","종로구","혜화로10길 15-9","혜화로10길"
"274","200098.4","554172.9","200098.4","554172.9","혜화동-043","종로구","창경궁로35가길 13","창경궁로35가길"
"275","200153.9","554378.5","200153.9","554378.5","혜화동-044","종로구","창경궁로35나길 41","창경궁로35나길"
"276","199655.0","554335.1","199655.0","554335.1","혜화동-045","종로구","성균관로9길 18","성균관로9길"
"277","197421.3","552429.7","197421.3","552429.7","사직동-001","종로구","경희궁1길  13","경희궁1길"
"278","197260.9","552519.9","197260.9","552519.9","사직동-002","종로구","경희궁1가길 9","경희궁1가길"
"279","197306.8","552508.4","197306.8","552508.4","사직동-003","종로구","경희궁1가길 3","경희궁1가길"
"280","197314.0","552510.1","197314.0","552510.1","사직동-004","종로구","경희궁1길 27","경희궁1길"
"281","197518.7","552324.4","197518.7","552324.4","사직동-005","종로구","경희궁1길 1","경희궁1길"
"282","197416.6","552601.0","197416.6","552601.0","사직동-006","종로구","경희궁2길 5-3","경희궁2길"
"283","197490.6","552615.5","197490.6","552615.5","사직동-007","종로구","경희궁2길 14","경희궁2길"
"284","197489.1","552570.8","197489.1","552570.8","사직동-008","종로구","경희궁2길 14-6","경희궁2길"
"285","197288.2","552581.7","197288.2","552581.7","사직동-009","종로구","경희궁1길 37","경희궁1길"
"286","197243.7","552664.5","197243.7","552664.5","사직동-010","종로구","경희궁길 46","경희궁길"
"287","197140.7","552607.3","197140.7","552607.3","사직동-011","종로구","경희궁3길 3-20","경희궁3길"
"288","197117.7","552651.3","197117.7","552651.3","사직동-012","종로구","경희궁3가길 2","경희궁3가길"
"289","197071.7","552589.1","197071.7","552589.1","사직동-013","종로구","경희궁3가길 16","경희궁3가길"
"290","197058.3","552547.2","197058.3","552547.2","사직동-014","종로구","경희궁3가길 24","경희궁3가길"
"291","197029.1","552515.4","197029.1","552515.4","사직동-015","종로구","경희궁3가길 33","경희궁3가길"
"292","196975.6","552500.9","196975.6","552500.9","사직동-016","종로구","사직로6길 24-2","사직로6길"
"293","196955.1","552661.3","196955.1","552661.3","사직동-017","종로구","송월1길 73-10","송월1길"
"294","196941.1","552585.0","196941.1","552585.0","사직동-018","종로구","사직로6길 16","사직로6길"
"295","197011.5","552540.7","197011.5","552540.7","사직동-019","종로구","경희궁3가길 40-1","경희궁3가길"
"296","197033.2","552608.7","197033.2","552608.7","사직동-020","종로구","경희궁3나길 27","경희궁3나길"
"297","197005.8","552653.8","197005.8","552653.8","사직동-021","종로구","경희궁3나길 18-5","경희궁3나길"
"298","197028.6","552656.4","197028.6","552656.4","사직동-022","종로구","경희궁3나길 18-4","경희궁3나길"
"299","197064.5","552692.9","197064.5","552692.9","사직동-023","종로구","경희궁3나길 10","경희궁3나길"
"300","197112.2","552685.0","197112.2","552685.0","사직동-024","종로구","경희궁3나길 3 3","경희궁3나길 3"
"301","196962.0","552835.7","196962.0","552835.7","사직동-025","종로구","사직로7길 13","사직로7길"
"302","196925.8","552857.5","196925.8","552857.5","사직동-026","종로구","사직로7길 14-6","사직로7길"
"303","196936.9","552817.3","196936.9","552817.3","사직동-027","종로구","사직로7길 17","사직로7길"
"304","196915.7","552823.6","196915.7","552823.6","사직동-028","종로구","인왕산로1길 11","인왕산로1길"
"305","196929.1","552721.5","196929.1","552721.5","사직동-029","종로구","사직로5길 1-5","사직로5길"
"306","196920.1","552793.6","196920.1","552793.6","사직동-030","종로구","사직로5길 19","사직로5길"
"307","196966.0","552749.4","196966.0","552749.4","사직동-031","종로구","사직로7길 3-14","사직로7길"
"308","196888.1","552692.9","196888.1","552692.9","사직동-032","종로구","사직로5길 47","사직로5길"
"309","196832.2","552681.2","196832.2","552681.2","사직동-033","종로구","인왕산로1길 29","인왕산로1길"
"310","197143.9","553067.3","197143.9","553067.3","사직동-034","종로구","사직로9길 18-1","사직로9길"
"311","197145.2","553136.6","197145.2","553136.6","사직동-035","종로구","필운대로1길 31","필운대로1길"
"312","197094.4","553154.4","197094.4","553154.4","사직동-036","종로구","필운대로1길 42","필운대로1길"
"313","197231.5","553154.9","197231.5","553154.9","사직동-037","종로구","필운대로1길 16-8","필운대로1길"
"314","197371.2","553127.9","197371.2","553127.9","사직동-038","종로구","자하문로5길 25","자하문로5길"
"315","197414.6","553228.2","197414.6","553228.2","사직동-039","종로구","자하문로7길 19","자하문로7길"
"316","197540.0","553016.5","197540.0","553016.5","사직동-040","종로구","자하문로 7","자하문로"
"317","197382.0","553008.9","197382.0","553008.9","사직동-041","종로구","자하문로1길 38","자하문로1길"
"318","197296.8","553052.0","197296.8","553052.0","사직동-042","종로구","자하문로1길 55","자하문로1길"
"319","197024.8","552791.6","197024.8","552791.6","사직동-043","종로구","사직로7길 3","사직로7길"
"320","197337.6","553270.7","197337.6","553270.7","사직동-044","종로구","자하문로5가길 44","자하문로5가길"
"321","198529.7","553377.7","198529.7","553377.7","삼청동-001","종로구","북촌로5길 48","북촌로5길"
"322","198431.6","553578.2","198431.6","553578.2","삼청동-002","종로구","북촌로5나길 11","북촌로5나길"
"323","198432.4","553613.0","198432.4","553613.0","삼청동-003","종로구","북촌로5나길 32","북촌로5나길"
"324","198439.3","553724.1","198439.3","553724.1","삼청동-004","종로구","북촌로5나길 54-1","북촌로5나길"
"325","198445.0","553778.4","198445.0","553778.4","삼청동-005","종로구","북촌로5나길 64-3","북촌로5나길"
"326","198448.0","553813.6","198448.0","553813.6","삼청동-006","종로구","북촌로5나길 74","북촌로5나길"
"327","198503.6","553894.8","198503.6","553894.8","삼청동-007","종로구","북촌로5나길 94","북촌로5나길"
"328","198505.0","553931.8","198505.0","553931.8","삼청동-008","종로구","북촌로5나길 100","북촌로5나길"
"329","198548.9","553855.7","198548.9","553855.7","삼청동-009","종로구","북촌로5나길 114","북촌로5나길"
"330","198534.5","553989.5","198534.5","553989.5","삼청동-010","종로구","북촌로15길 27","북촌로15길"
"331","196804.0","554461.0","196804.0","554461.0","부암-001","종로구","창의문로5길 34","창의문로5길"
"332","196541.0","554525.0","196541.0","554525.0","부암-002","종로구","창의문로5가길 32","창의문로5가길"
"333","196585.0","555213.0","196585.0","555213.0","부암-003","종로구","자하문로41길 11-5","자하문로41길"
"334","196687.0","555335.0","196687.0","555335.0","부암-004","종로구","자하문로41길 1","자하문로41길"
"335","196035.0","555615.0","196035.0","555615.0","부암-005","종로구","홍지문2가길 13","홍지문2가길"
"336","196534.0","555904.0","196534.0","555904.0","부암-006","종로구","세검정로7길 19","세검정로7길"
"337","196519.0","556194.0","196519.0","556194.0","부암-007","종로구","진흥로 480 대아파크빌","진흥로"
"338","196773.0","555994.0","196773.0","555994.0","부암-008","종로구","평창문화로 12-15","평창문화로"
"339","196696.0","556005.0","196696.0","556005.0","부암-009","종로구","평창문화로 6-1","평창문화로"
"340","196749.0","555539.0","196749.0","555539.0","부암-010","종로구","자하문로42길 50","자하문로42길"
"341","196881.0","555364.0","196881.0","555364.0","부암-011","종로구","백석동길 286-20","백석동길"
"342","196942.0","555067.0","196942.0","555067.0","부암-012","종로구","자하문로40길 33","자하문로40길"
"343","196989.0","554967.0","196989.0","554967.0","부암-013","종로구","자하문로40길 63","자하문로40길"
"344","197153.0","555341.0","197153.0","555341.0","부암-014","종로구","백석동길 224","백석동길"
"345","197315.0","555302.8","197315.0","555302.8","부암-015","종로구","부암동 66-8","백석동2길"
"346","197370.0","555439.0","197370.0","555439.0","부암-016","종로구","백석동2길 35-1","백석동2길"
"347","197179.4","554644.1","197179.4","554644.1","청운효자-001","종로구","자하문로36길 16-14 벽산빌리지 입구","자하문로36길"
"348","197180.4","554607.1","197180.4","554607.1","청운효자-002","종로구","자하문로36길 16-14 인텔빌라 B동 옆","자하문로36길"
"349","197062.7","554492.9","197062.7","554492.9","청운효자-003","종로구","자하문로36길 38","자하문로36길"
"350","197105.9","554530.1","197105.9","554530.1","청운효자-004","종로구","자하문로36길 27 아델하우스 앞","자하문로36길"
"351","197196.4","554517.0","197196.4","554517.0","청운효자-005","종로구","자하문로36길 17 청운빌라 옆","자하문로36길"
"352","197290.9","554553.0","197290.9","554553.0","청운효자-006","종로구","창의문로1길 20-19","창의문로1길"
