"공간정보관리번호","X 좌표 최소값","Y 좌표 최소값","X 좌표 최대값","Y 좌표 최대값","제설함번호","관리기관명","위치상세정보","비고"
"2336","189956.1","544798.0","189956.1","544798.0","구청-17","구로구","새말로12길  19-3","새말로12길"
"2337","190503.3","544222.9","190503.3","544222.9","구청-18","구로구","가마산로  293","가마산로"
"2338","189598.3","544440.9","189598.3","544440.9","구청-19","구로구","구로동로  235","구로동로"
"2339","189403.8","543935.6","189403.8","543935.6","구청-20","구로구","벚꽃로74길  1","벚꽃로74길"
"2340","189437.3","543984.1","189437.3","543984.1","구청-21","구로구","구로동로43길  41","구로동로43길"
"2341","189602.6","544076.8","189602.6","544076.8","구청-22","구로구","구로동로  197","구로동로"
"2342","189644.7","543745.6","189644.7","543745.6","구청-23","구로구","가마산로  195","가마산로"
"2343","189272.9","543018.8","189272.9","543018.8","구청-24","구로구","구로IC","구로IC"
"2344","189522.7","543413.3","189522.7","543413.3","구청-25","구로구","가마산로  162","가마산로"
"2345","189659.9","543719.2","189659.9","543719.2","구청-26","구로구","가마산로  198","가마산로"
"2346","189892.2","542892.6","189892.2","542892.6","구청-27","구로구","구로동로  75-1","구로동로"
"2347","189975.4","542908.0","189975.4","542908.0","구청-28","구로구","도림로  9","도림로"
"2348","190491.6","542434.0","190491.6","542434.0","구청-29","구로구","디지털로  242","디지털로"
"2349","191249.0","542606.9","191249.0","542606.9","구청-30","구로구","시흥대로  557","시흥대로"
"2350","191006.3","542721.1","191006.3","542721.1","구청-31","구로구","디지털로32길  55","디지털로32길"
"2351","191021.3","542288.1","191021.3","542288.1","구청-32","구로구","시흥대로161길  14","시흥대로161길"
"2352","190930.2","542203.0","190930.2","542203.0","구청-33","구로구","시흥대로161길  50","시흥대로161길"
"2353","189976.5","542730.0","189976.5","542730.0","구청-34","구로구","구로동로  28","구로동로"
"2354","189464.2","544897.6","189464.2","544897.6","구청-35","구로구","경인로  572","경인로"
"2355","189595.4","545022.1","189595.4","545022.1","구청-36","구로구","경인로  590","경인로"
"2356","189864.1","545265.6","189864.1","545265.6","구청-37","구로구","신도림지하차도 북측 중앙분리대","신도림지하차도 북측"
"2357","189629.3","546107.1","189629.3","546107.1","구청-38","구로구","경인로 67길  160","경인로 67길"
"2358","190277.8","545651.4","190277.8","545651.4","구청-39","구로구","경인로 67길  23","경인로 67길"
"2359","189137.7","545175.7","189137.7","545175.7","구청-40","구로구","신도림로  7","신도림로"
"2360","188892.7","545378.7","188892.7","545378.7","구청-41","구로구","오금교  다리위","오금교"
"2361","188485.7","544772.7","188485.7","544772.7","구청-42","구로구","안양천로537길  28","안양천로537길"
"2362","188916.7","545354.2","188916.7","545354.2","구청-43","구로구","오금교  다리위","오금교"
"2363","189199.4","544710.9","189199.4","544710.9","구청-44","구로구","경인로  537","경인로"
"2364","188667.4","544406.2","188667.4","544406.2","구청-45","구로구","고척교 중앙  15","경인로"
"2365","187944.7","544616.8","187944.7","544616.8","구청-46","구로구","중앙로  34","중앙로"
"2366","187776.1","544991.3","187776.1","544991.3","구청-47","구로구","중앙로  76","중앙로"
"2367","187736.5","544985.7","187736.5","544985.7","구청-48","구로구","중앙로  77","중앙로"
"2368","187646.5","544934.3","187646.5","544934.3","구청-49","구로구","경서로  77","경서로"
"2369","187613.9","544822.8","187613.9","544822.8","구청-50","구로구","경서로  62","경서로"
"2370","187231.5","544434.2","187231.5","544434.2","구청-51","구로구","경서로1길  14","경서로1길"
"2371","187315.3","544923.7","187315.3","544923.7","구청-52","구로구","고척로52길  48","고척로52길"
"2372","187308.3","545093.7","187308.3","545093.7","구청-53","구로구","고척로  208","고척로"
"2373","187576.8","545254.2","187576.8","545254.2","구청-54","구로구","고척로  239","고척로"
"2374","187091.2","545266.4","187091.2","545266.4","구청-55","구로구","고척로51길  50","고척로51길"
"2375","186743.1","545357.8","186743.1","545357.8","구청-56","구로구","고척로33라길  14-23","고척로33라길"
"2376","186562.9","545406.5","186562.9","545406.5","구청-57","구로구","오류중학교 뒷길  마을버스길 고개","오류중학교 뒷길"
"2377","186450.9","545404.0","186450.9","545404.0","구청-58","구로구","고척로33길  120","고척로33길"
"2378","187012.4","544974.1","187012.4","544974.1","구청-59","구로구","고척로 177","고척로"
"2379","186866.2","544884.8","186866.2","544884.8","구청-60","구로구","고척로  162","고척로"
"2380","186398.4","544687.4","186398.4","544687.4","구청-61","구로구","고척로  109","고척로"
"2381","186192.0","544596.3","186192.0","544596.3","구청-62","구로구","고척로  85","고척로"
"2382","185880.0","544363.0","185880.0","544363.0","구청-63","구로구","고척로  52","고척로"
"2383","185830.0","544191.1","185830.0","544191.1","구청-64","구로구","고척로  28","고척로"
"2384","185936.8","543998.7","185936.8","543998.7","구청-65","구로구","고척로  6","고척로"
"2385","185583.3","543780.2","185583.3","543780.2","구청-66","구로구","부일로  985","부일로"
"2386","184901.9","544381.4","184901.9","544381.4","구청-67","구로구","오리로  1316","오리로"
"2387","184898.9","544936.9","184898.9","544936.9","구청-68","구로구","오리로22가길  113","오리로22가길"
"2388","185056.5","543854.9","185056.5","543854.9","구청-69","구로구","오리로  1265","오리로"
"2389","184479.0","543829.4","184479.0","543829.4","구청-70","구로구","부일로7길  19","부일로7길"
"2390","184464.5","543715.9","184464.5","543715.9","구청-71","구로구","온수역8번출구","온수역8번출구"
"2391","184507.6","543319.1","184507.6","543319.1","구청-72","구로구","경인로  18","경인로"
"2392","185404.1","543326.6","185404.1","543326.6","구청-73","구로구","경인로 110 동부제강 옆","경인로 110"
"2393","185490.1","543663.6","185490.1","543663.6","구청-74","구로구","경인로 110 동부제강 앞","경인로 110"
"2394","185713.1","543784.6","185713.1","543784.6","구청-75","구로구","경인로  150","경인로"
"2395","185843.8","543863.8","185843.8","543863.8","구청-76","구로구","경인로  164","경인로"
"2396","186572.8","544277.8","186572.8","544277.8","구청-77","구로구","오류IC","오류IC"
"2397","186804.3","544301.3","186804.3","544301.3","구청-78","구로구","오류IC","오류IC"
"2398","186790.8","544340.8","186790.8","544340.8","구청-79","구로구","오류IC","오류IC"
"2399","186546.3","544344.3","186546.3","544344.3","구청-80","구로구","오류IC","오류IC"
"2400","188342.3","544183.3","188342.3","544183.3","구청-81","구로구","고척동 66-11","고척동 66-11"
"2401","188658.4","544374.7","188658.4","544374.7","구청-82","구로구","고척교 중앙","경인로"
"2402","187291.1","544140.7","187291.1","544140.7","구청-83","구로구","개봉로  123","개봉로"
"2403","187291.1","544043.2","187291.1","544043.2","구청-84","구로구","개봉고가 위","개봉고가 위"
"2404","187288.6","544003.7","187288.6","544003.7","구청-85","구로구","개봉고가 위","개봉고가 위"
"2405","187292.8","542978.9","187292.8","542978.9","구청-86","구로구","개봉로  7","개봉로"
"2406","187277.6","543597.3","187277.6","543597.3","구청-87","구로구","개봉로  68","개봉로"
"2407","187676.7","543554.8","187676.7","543554.8","구청-88","구로구","개봉로2길  133-23","개봉로2길"
"2408","186218.9","543825.0","186218.9","543825.0","구청-89","구로구","오류동역 2번출구","오류동역 2번출구"
"2409","185900.4","543566.5","185900.4","543566.5","구청-90","구로구","오류로  75","오류로"
"2410","185443.4","543242.0","185443.4","543242.0","구청-91","구로구","서해안로  2243","서해안로"
"2411","185704.9","543040.0","185704.9","543040.0","구청-92","구로구","오리로 1149","오리로"
"2412","185690.8","542559.1","185690.8","542559.1","구청-93","구로구","천왕로  63","천왕로"
"2413","185917.8","542224.1","185917.8","542224.1","구청-94","구로구","천왕이펜하우스 6단지  버스정류장","천왕이펜하우스 6단지"
"2414","186103.2","542584.1","186103.2","542584.1","구청-95","구로구","오리로3길  4","오리로3길"
"2415","185706.5","542972.6","185706.5","542972.6","구청-96","구로구","천왕역 1번출구 뒤","천왕역 1번출구 뒤"
"2416","185498.3","543287.5","185498.3","543287.5","구청-97","구로구","서해안로  2251","서해안로"
"2417","190229.9","545599.2","190229.9","545599.2","구청-98","구로구","신도림역 1번출구","신도림역 1번출구"
"2418","190105.9","545500.2","190105.9","545500.2","구청-99","구로구","신도림역 1번출구","신도림역 1번출구"
"2419","189682.9","545124.2","189682.9","545124.2","구청-100","구로구","구로역","구로역"
"2420","189742.9","545181.2","189742.9","545181.2","구청-101","구로구","구로역","구로역"
"2421","188883.9","544461.7","188883.9","544461.7","구청-102","구로구","구일역 롯데마트 앞","구일역 롯데마트 앞"
"2422","188943.4","544509.2","188943.4","544509.2","구청-103","구로구","구일역 롯데마트 앞","구일역 롯데마트 앞"
"2423","188345.9","544475.2","188345.9","544475.2","구청-104","구로구","동양미래대학","동양미래대학"
"2424","188235.9","544447.7","188235.9","544447.7","구청-105","구로구","동양미래대학","동양미래대학"
"2425","187801.9","544132.7","187801.9","544132.7","구청-106","구로구","개봉역 한마을아파트","개봉역 한마을아파트"
"2426","187652.9","544162.7","187652.9","544162.7","구청-107","구로구","개봉역 한마을아파트","개봉역 한마을아파트"
"2427","187237.9","544225.2","187237.9","544225.2","구청-108","구로구","경인중학교(개봉사거리)","경인중학교(개봉사거리)"
"2428","187168.9","544208.7","187168.9","544208.7","구청-109","구로구","경인중학교(개봉사거리)","경인중학교(개봉사거리)"
"2429","185318.3","543758.7","185318.3","543758.7","구청-110","구로구","수궁동203 ~ 오류동90-10","경인철도횡단 보도육교"
"2430","185318.8","543733.5","185318.8","543733.5","구청-111","구로구","수궁동203 ~ 오류동90-10","경인철도횡단 보도육교"
"2431","189049.5","543364.1","189049.5","543364.1","구청-112","구로구","구로동 1259","칠성아파트앞 보도육교"
"2432","189026.5","543319.1","189026.5","543319.1","구청-113","구로구","구로동 1259","칠성아파트앞 보도육교"
"2433","184633.0","543451.5","184633.0","543451.5","구청-114","구로구","오류동108-28","오정초교앞 보도육교"
"2434","184624.3","543463.5","184624.3","543463.5","구청-115","구로구","오류동108-28","오정초교앞 보도육교"
"2435","189876.3","542618.8","189876.3","542618.8","구청-116","구로구","가리봉동87-209 ~ 가산동 84-4","가리봉주민센앞보도육교"
"2436","189860.8","542603.0","189860.8","542603.0","구청-117","구로구","가리봉동87-209 ~ 가산동 84-4","가리봉주민센앞보도육교"
"2437","190770.6","542134.2","190770.6","542134.2","구청-118","구로구","가리봉동 137-1","남부아파트앞 보도육교"
"2438","190772.3","542105.5","190772.3","542105.5","구청-119","구로구","가리봉동 137-1","남부아파트앞 보도육교"
"2439","188741.2","544383.4","188741.2","544383.4","구청-120","구로구","구로동 636-89","고척교앞 보도육교"
"2440","188734.7","544408.4","188734.7","544408.4","구청-121","구로구","구로동 636-89","고척교앞 보도육교"
"2441","189160.4","545653.9","189160.4","545653.9","구청-122","구로구","신도림동 285-15","이씨의다리 보도육교"
"2442","189134.4","545671.4","189134.4","545671.4","구청-123","구로구","신도림동 285-15","이씨의다리 보도육교"
"2443","188662.4","543983.4","188662.4","543983.4","구청-124","구로구","구로동 642-108","구일역앞 보도육교"
"2444","188610.4","543983.9","188610.4","543983.9","구청-125","구로구","구로동 642-108","구일역앞 보도육교"
"2445","188764.1","543275.4","188764.1","543275.4","구청-126","구로구","구로동 689-7","신구로유수지앞 보도육교"
"2446","188709.6","543268.4","188709.6","543268.4","구청-127","구로구","구로동 689-7","신구로유수지앞 보도육교"
"2447","185873.5","543877.9","185873.5","543877.9","구청-128","구로구","오류동 73-6~오류동 6-307","오류지하차도"
"2448","185912.0","543709.9","185912.0","543709.9","구청-129","구로구","오류동 73-6~오류동 6-307","오류지하차도"
"2449","190959.8","541967.4","190959.8","541967.4","금천-001","금천구","남부순환로 1314-16","남부순환로"
"2450","191024.9","542013.5","191024.9","542013.5","금천-002","금천구","시흥대로 487","시흥대로"
"2451","191071.7","541833.2","191071.7","541833.2","금천-003","금천구","시흥대로 492","시흥대로"
"2452","191012.0","541815.1","191012.0","541815.1","금천-004","금천구","시흥대로 473","시흥대로"
"2453","191057.0","541590.8","191057.0","541590.8","금천-005","금천구","시흥대로 474","시흥대로"
"2454","190992.0","541640.9","190992.0","541640.9","금천-006","금천구","시흥대로 449","시흥대로"
"2455","191042.0","540969.4","191042.0","540969.4","금천-007","금천구","시흥대로 460","시흥대로"
"2456","190989.9","540972.4","190989.9","540972.4","금천-008","금천구","시흥대로 388","시흥대로"
"2457","190943.5","540771.5","190943.5","540771.5","금천-009","금천구","시흥대로 391","시흥대로"
"2458","190927.9","540658.2","190927.9","540658.2","금천-010","금천구","시흥대로 367","시흥대로"
"2459","190964.7","540589.9","190964.7","540589.9","금천-011","금천구","시흥대로 356","시흥대로"
"2460","190913.6","540576.6","190913.6","540576.6","금천-012","금천구","시흥대로 349","시흥대로"
"2461","190957.9","540412.0","190957.9","540412.0","금천-013","금천구","시흥대로 350","시흥대로"
"2462","190907.5","540422.4","190907.5","540422.4","금천-014","금천구","시흥대로 331","시흥대로"
"2463","190950.7","540017.5","190950.7","540017.5","금천-015","금천구","시흥대로 332-1","시흥대로"
"2464","191014.3","539994.0","191014.3","539994.0","금천-016","금천구","시흥대로 301","시흥대로"
"2465","191068.7","539735.2","191068.7","539735.2","금천-017","금천구","시흥대로 296","시흥대로"
"2466","191147.5","539667.1","191147.5","539667.1","금천-018","금천구","시흥대로 262","시흥대로"
"2467","191120.4","539505.0","191120.4","539505.0","금천-019","금천구","시흥대로 7","시흥대로"
"2468","191218.9","539495.1","191218.9","539495.1","금천-020","금천구","시흥대로 236","시흥대로"
"2469","191173.9","538797.6","191173.9","538797.6","금천-021","금천구","시흥대로 235","시흥대로"
"2470","191386.6","538776.1","191386.6","538776.1","금천-022","금천구","시흥대로 155","시흥대로"
"2471","191440.6","538620.2","191440.6","538620.2","금천-023","금천구","시흥대로 160","시흥대로"
"2472","191441.1","538645.6","191441.1","538645.6","금천-024","금천구","시흥대로 143","시흥대로"
"2473","191481.5","538398.4","191481.5","538398.4","금천-025","금천구","시흥대로 81","시흥대로"
"2474","191472.0","538376.1","191472.0","538376.1","금천-026","금천구","시흥대로 121","시흥대로"
"2475","191515.0","537273.4","191515.0","537273.4","금천-027","금천구","시흥대로 120","시흥대로"
"2476","191419.9","537156.5","191419.9","537156.5","금천-028","금천구","시흥대로 8","시흥대로"
"2477","191438.7","538808.8","191438.7","538808.8","금천-029","금천구","시흥대로 6","시흥대로"
"2478","191503.3","539217.9","191503.3","539217.9","금천-030","금천구","독산로 8","독산로"
"2479","191695.0","539506.3","191695.0","539506.3","금천-031","금천구","독산로 56","독산로"
"2480","191686.1","539402.2","191686.1","539402.2","금천-032","금천구","독산로 86","독산로"
"2481","191701.8","540123.7","191701.8","540123.7","금천-033","금천구","독산로 74-1","독산로"
"2482","191570.3","540260.1","191570.3","540260.1","금천-034","금천구","독산로 147","독산로"
"2483","191549.1","540356.6","191549.1","540356.6","금천-035","금천구","독산로 161","독산로"
"2484","191531.9","540534.0","191531.9","540534.0","금천-036","금천구","독산로 172","독산로"
"2485","191447.6","540814.7","191447.6","540814.7","금천-037","금천구","독산로 192","독산로"
"2486","191313.6","541634.2","191313.6","541634.2","금천-038","금천구","독산로 224","독산로"
"2487","191444.2","541844.1","191444.2","541844.1","금천-039","금천구","독산로 305-1","독산로"
"2488","191477.8","541974.6","191477.8","541974.6","금천-040","금천구","독산로 328","독산로"
"2489","191489.6","541894.6","191489.6","541894.6","금천-041","금천구","독산로 340","독산로"
"2490","191587.5","541675.5","191587.5","541675.5","금천-042","금천구","문성로 11","문성로"
"2491","191678.4","541636.7","191678.4","541636.7","금천-043","금천구","독산로 54","독산로"
"2492","191683.7","541530.2","191683.7","541530.2","금천-044","금천구","독산로94가 29","독산로94가"
"2493","191687.2","541353.4","191687.2","541353.4","금천-045","금천구","독산로54 253","독산로54"
"2494","191721.0","541300.9","191721.0","541300.9","금천-046","금천구","독산로82 43","독산로82"
"2495","191859.7","541378.4","191859.7","541378.4","금천-047","금천구","독산로74다 89","독산로74다"
"2496","191855.1","541208.6","191855.1","541208.6","금천-048","금천구","독산로74다 89","독산로74다"
"2497","191749.4","541097.7","191749.4","541097.7","금천-049","금천구","독산로54 52","독산로54"
"2498","191753.2","541046.2","191753.2","541046.2","금천-050","금천구","독산로72 86-11","독산로72"
"2499","191774.9","540891.6","191774.9","540891.6","금천-051","금천구","독산로70 103-16","독산로70"
"2500","191845.2","540847.8","191845.2","540847.8","금천-052","금천구","독산로54 114","독산로54"
"2501","191894.9","540512.5","191894.9","540512.5","금천-053","금천구","독산로54 102","독산로54"
"2502","191743.6","540374.2","191743.6","540374.2","금천-054","금천구","독산로54 31","독산로54"
"2503","191768.5","540348.6","191768.5","540348.6","금천-055","금천구","독산로54 23","독산로54"
"2504","192017.9","540366.4","192017.9","540366.4","금천-056","금천구","독산로50 89","독산로50"
"2505","191726.0","539346.7","191726.0","539346.7","금천-057","금천구","독산로54 23","독산로54"
"2506","190948.1","538793.8","190948.1","538793.8","금천-058","금천구","시흥대로61 50","시흥대로61"
"2507","192088.6","538966.6","192088.6","538966.6","금천-059","금천구","독산로10 96","독산로10"
"2508","192230.7","538973.9","192230.7","538973.9","금천-060","금천구","금하로29 4","금하로29"
"2509","192291.2","538976.0","192291.2","538976.0","금천-061","금천구","금하로 747-1","금하로"
"2510","192449.6","538977.0","192449.6","538977.0","금천-062","금천구","금하로 763","금하로"
"2511","192531.6","538993.3","192531.6","538993.3","금천-063","금천구","금하로 796","금하로"
"2512","192543.5","538944.9","192543.5","538944.9","금천-064","금천구","금하로 773","금하로"
"2513","192606.4","538960.0","192606.4","538960.0","금천-065","금천구","금하로 796","금하로"
"2514","192616.2","538932.7","192616.2","538932.7","금천-066","금천구","금하로 783","금하로"
"2515","192666.8","538942.8","192666.8","538942.8","금천-067","금천구","금하로 796","금하로"
"2516","192704.9","538931.1","192704.9","538931.1","금천-068","금천구","금하로 793","금하로"
"2517","192761.2","538948.6","192761.2","538948.6","금천-069","금천구","금하로 816","금하로"
"2518","192764.9","538937.5","192764.9","538937.5","금천-070","금천구","금하로 793","금하로"
"2519","192808.1","538962.6","192808.1","538962.6","금천-071","금천구","금하로 816","금하로"
"2520","192867.3","538946.2","192867.3","538946.2","금천-072","금천구","금하로 793","금하로"
"2521","192869.2","538966.1","192869.2","538966.1","금천-073","금천구","금하로 808","금하로"
"2522","192909.4","538949.4","192909.4","538949.4","금천-074","금천구","금하로 793","금하로"
"2523","192922.9","538949.4","192922.9","538949.4","금천-075","금천구","금하로 816","금하로"
"2524","192947.8","538945.4","192947.8","538945.4","금천-076","금천구","금하로 816","금하로"
"2525","192987.2","538964.7","192987.2","538964.7","금천-077","금천구","금하로 816","금하로"
"2526","192984.3","539016.3","192984.3","539016.3","금천-078","금천구","금하로 793","금하로"
"2527","193000.1","539308.2","193000.1","539308.2","금천-079","금천구","금하로 793","금하로"
"2528","193024.7","539211.8","193024.7","539211.8","금천-080","금천구","호암로 298","호암로"
"2529","193014.8","539204.0","193014.8","539204.0","금천-081","금천구","호암로","호암로"
"2530","193386.4","538875.0","193386.4","538875.0","금천-082","금천구","호암로","호암로"
"2531","193048.4","538621.0","193048.4","538621.0","금천-083","금천구","호암로","호암로"
"2532","192840.7","538603.2","192840.7","538603.2","금천-084","금천구","호암로","호암로"
"2533","192869.2","538358.6","192869.2","538358.6","금천-085","금천구","호암로","호암로"
"2534","192654.9","538148.9","192654.9","538148.9","금천-086","금천구","호암로","호암로"
"2535","192560.3","539290.6","192560.3","539290.6","금천-087","금천구","호암로","호암로"
"2536","192970.4","539362.6","192970.4","539362.6","금천-088","금천구","탑골로","탑골로"
"2537","192922.0","539381.7","192922.0","539381.7","금천-089","금천구","탑골로","탑골로"
"2538","192933.9","539389.8","192933.9","539389.8","금천-090","금천구","탑골로","탑골로"
"2539","192814.2","539383.9","192814.2","539383.9","금천-091","금천구","탑골로","탑골로"
"2540","192748.8","539343.2","192748.8","539343.2","금천-092","금천구","탑골로","탑골로"
"2541","192692.6","539271.4","192692.6","539271.4","금천-093","금천구","탑골로 79","탑골로"
"2542","192630.2","538895.0","192630.2","538895.0","금천-094","금천구","탑골로 71","탑골로"
"2543","192535.3","538775.9","192535.3","538775.9","금천-095","금천구","금하로30길 26","금하로30길"
"2544","192599.6","538779.7","192599.6","538779.7","금천-096","금천구","금하로30길 51","금하로30길"
"2545","192588.8","538676.6","192588.8","538676.6","금천-097","금천구","금하로30길 34","금하로30길"
"2546","192673.6","538647.6","192673.6","538647.6","금천-098","금천구","",""
"2547","192765.4","538898.3","192765.4","538898.3","금천-099","금천구","",""
"2548","192210.4","538760.2","192210.4","538760.2","금천-100","금천구","금하로 738","금하로"
"2549","192151.9","538554.7","192151.9","538554.7","금천-101","금천구","시흥대로40길 177","시흥대로40길"
"2550","191915.4","538650.1","191915.4","538650.1","금천-102","금천구","시흥대로40길 99","시흥대로40길"
"2551","191807.6","541301.1","191807.6","541301.1","금천-103","금천구","시흥대로40길 52","시흥대로40길"
"2552","191312.0","541274.5","191312.0","541274.5","금천-104","금천구","가산로 12","가산로"
"2553","191345.0","541672.3","191345.0","541672.3","금천-105","금천구","가산로 5","가산로"
"2554","190631.4","542186.4","190631.4","542186.4","금천-106","금천구","가산로 99","가산로"
"2557","189884.7","541968.1","189884.7","541968.1","금천-109","금천구","벚꽃로 254","벚꽃로"
"2559","189521.1","541838.4","189521.1","541838.4","금천-111","금천구","디지털로 130","디지털로"
"2560","189439.2","541691.7","189439.2","541691.7","금천-112","금천구","디지털로 121","디지털로"
"2561","189076.1","542924.7","189076.1","542924.7","금천-113","금천구","디지털로","디지털로"
"2562","189125.7","542627.3","189125.7","542627.3","금천-114","금천구","가마산로 96","가마산로"
"2563","189168.6","542213.2","189168.6","542213.2","금천-115","금천구","가산디지털2로 169","가산디지털2로"
"2564","189313.3","542136.8","189313.3","542136.8","금천-116","금천구","가산디지털2로123","가산디지털2로"
"2565","189094.5","541084.2","189094.5","541084.2","금천-117","금천구","서부샛길 158","서부샛길"
"2566","189697.9","540761.7","189697.9","540761.7","금천-118","금천구","서부샛길 9","서부샛길"
"2567","190066.9","540689.0","190066.9","540689.0","금천-119","금천구","가산디지털1로 1","가산디지털1로"
"2568","189957.9","540621.3","189957.9","540621.3","금천-120","금천구","범안로 1126","범안로"
"2569","189747.5","540800.3","189747.5","540800.3","금천-121","금천구","범안로","범안로"
"2570","190182.3","540764.7","190182.3","540764.7","금천-122","금천구","범안로","범안로"
"2571","190198.5","540785.1","190198.5","540785.1","금천-123","금천구","범안로","범안로"
"2572","190295.1","540809.3","190295.1","540809.3","금천-124","금천구","범안로","범안로"
"2573","190413.3","540786.0","190413.3","540786.0","금천-125","금천구","범안로","범안로"
"2574","190413.1","540803.1","190413.1","540803.1","금천-126","금천구","범안로","범안로"
"2575","190545.4","540785.0","190545.4","540785.0","금천-127","금천구","범안로","범안로"
"2576","190643.8","540796.3","190643.8","540796.3","금천-128","금천구","범안로","범안로"
"2577","191077.2","540779.2","191077.2","540779.2","금천-129","금천구","범안로","범안로"
"2578","191136.0","541043.0","191136.0","541043.0","금천-130","금천구","범안로","범안로"
"2580","189765.4","540363.9","189765.4","540363.9","금천-132","금천구","벚꽃로 36","벚꽃로"
"2581","190475.4","540227.2","190475.4","540227.2","금천-133","금천구","벚꽃로 10","벚꽃로"
"2582","190270.6","539530.7","190270.6","539530.7","금천-134","금천구","서부샛길","서부샛길"
"2583","190419.7","539502.9","190419.7","539502.9","금천-135","금천구","안양천로","안양천로"
"2584","190360.8","539632.2","190360.8","539632.2","금천-136","금천구","안양천로","안양천로"
"2585","190641.7","539663.4","190641.7","539663.4","금천-137","금천구","벚꽃로","벚꽃로"
"2586","190773.6","539731.8","190773.6","539731.8","금천-138","금천구","시흥대로 73","시흥대로"
"2587","191055.0","538551.2","191055.0","538551.2","금천-139","금천구","시흥대로 73","시흥대로"
"2588","191562.8","538409.1","191562.8","538409.1","금천-140","금천구","시흥대로 38","시흥대로"
"2589","191576.3","539435.5","191576.3","539435.5","금천-141","금천구","시흥대로 38","시흥대로"
"2590","191965.1","539529.9","191965.1","539529.9","금천-142","금천구","금하로 23","금하로"
"2591","192056.7","539468.0","192056.7","539468.0","금천-143","금천구","금하로 23","금하로"
"2592","192171.3","539002.8","192171.3","539002.8","금천-144","금천구","탑골로 5","탑골로"
"2593","191158.6","541987.5","191158.6","541987.5","금천-145","금천구","시흥대로 51","시흥대로"
"2594","189867.2","541723.3","189867.2","541723.3","금천-146","금천구","디지털로","디지털로"
"2595","189915.4","541420.1","189915.4","541420.1","금천-147","금천구","벚꽃로","벚꽃로"
"2596","190016.2","540605.4","190016.2","540605.4","금천-148","금천구","벚꽃로","벚꽃로"
"2597","190352.6","539701.4","190352.6","539701.4","금천-149","금천구","벚꽃로 12","벚꽃로"
"2598","190645.1","540800.1","190645.1","540800.1","금천-150","금천구","벚꽃로","벚꽃로"
"2599","190816.6","541105.7","190816.6","541105.7","금천-151","금천구","범안로","범안로"
"2600","191718.3","541105.7","191718.3","541105.7","금천-152","금천구","독산로 72","독산로"
"2601","192674.5","546912.1","192674.5","546912.1","영등포1-001","영등포구","여의대로","서울교 북단 교통섬"
"2604","194581.6","546490.7","194581.6","546490.7","영등포1-004","영등포구","여의동로","여의상류IC 노들길 진입"
"2605","194789.9","546680.5","194789.9","546680.5","영등포1-005","영등포구","여의동로","여의상류IC 여의동로 진입"
"2606","194572.3","546999.4","194572.3","546999.4","영등포1-006","영등포구","여의동로","원효대교 남단 원효대교 진입"
"2607","194444.0","547123.7","194444.0","547123.7","영등포1-007","영등포구","여의동로","원효대교 남단 여의동로 진입"
"2608","194037.2","547465.7","194037.2","547465.7","영등포1-008","영등포구","여의동로 126","여의나루역 4번출구(목화아파트 앞)"
"2609","193288.4","547990.2","193288.4","547990.2","영등포1-009","영등포구","여의서로 43","초원아파트 앞"
"2610","193079.4","548058.4","193079.4","548058.4","영등포1-010","영등포구","여의서로 15","서강대교 남단(교통섬)"
"2611","192530.4","548230.3","192530.4","548230.3","영등포1-011","영등포구","여의서로","국회 뒤 주차장 입구(일방통행로 진입부)"
"2612","192243.3","548269.4","192243.3","548269.4","영등포1-012","영등포구","여의서로","여의하류IC(남) 올림픽대로 진입"
"2613","192261.8","547731.6","192261.8","547731.6","영등포1-013","영등포구","여의서로","여의하류IC(남) 여의서로 진입"
"2614","192170.5","547399.6","192170.5","547399.6","영등포1-014","영등포구","국회대로 8","여의2교(남)"
"2615","192386.2","547484.2","192386.2","547484.2","영등포1-015","영등포구","국회대로 4","여의2교(북)"
"2616","192652.1","547747.5","192652.1","547747.5","영등포1-016","영등포구","국회대로 1","국회 정문 앞"
"2617","192847.9","547471.0","192847.9","547471.0","영등포1-017","영등포구","의사당대로 16","국회앞 지하보차도(서)"
"2618","193187.9","547051.6","193187.9","547051.6","영등포1-018","영등포구","의사당대로 82","국회앞 지하보차도(동)"
"2619","193281.8","546875.7","193281.8","546875.7","영등포1-019","영등포구","의사당대로 108","여의도역 거평마트 앞"
"2620","193502.7","546109.7","193502.7","546109.7","영등포1-020","영등포구","여의대방로61길 2 앞","여의교(남)"
"2621","193653.5","546400.7","193653.5","546400.7","영등포1-021","영등포구","의사당대로 162","여의교(북)"
"2622","194072.8","546739.4","194072.8","546739.4","영등포1-022","영등포구","국제금융로 79","국제금융로 79"
"2623","193654.8","547209.1","193654.8","547209.1","영등포1-023","영등포구","여의대로 108","국제금융로 64-2"
"2624","192394.0","546601.8","192394.0","546601.8","영등포1-024","영등포구","영등포로 6","영등포로터리(여의도 진입 입구)"
"2625","192250.5","546609.8","192250.5","546609.8","영등포1-025","영등포구","버드나루로 1","영등포로터리 영2지구대 앞"
"2626","190787.7","546864.1","190787.7","546864.1","영등포1-026","영등포구","영등포로 130","당산1가 진로아파트상가 앞"
"2627","190271.8","547018.9","190271.8","547018.9","영등포1-027","영등포구","선유로 95","양평1가 양남R 지구대 앞"
