,num,x_min,y_min,x_max,y_max,제설함번호,lon,lat
258,259,199758.8,554027.7,199758.8,554027.7,혜화동-028,126.99726915032026,37.58580735126407
259,260,199589.7,553907.9,199589.7,553907.9,혜화동-029,126.99535467892176,37.584727901735405
260,261,199431.2,554172.7,199431.2,554172.7,혜화동-030,126.99355997329313,37.587113646878315
261,262,199469.4,554130.1,199469.4,554130.1,혜화동-031,126.99399250944764,37.586729846739644
262,263,199784.5,553691.9,199784.5,553691.9,혜화동-032,126.99756022268168,37.582781822368354
263,264,199658.8,553765.0,199658.8,553765.0,혜화동-033,126.99613707956257,37.583440410559504
264,265,199836.9,553594.5,199836.9,553594.5,혜화동-034,126.99815348951361,37.58190426544121
265,266,199932.7,553579.8,199932.7,553579.8,혜화동-035,126.99923807519552,37.58177183136404
266,267,200041.7,553579.2,200041.7,553579.2,혜화동-036,127.00047209899036,37.58176642691724
267,268,200044.1,553614.1,200044.1,553614.1,혜화동-037,127.00049927225515,37.582080873569865
268,269,199745.3,554641.4,199745.3,554641.4,혜화동-038,126.99711609092418,37.591336739066804
269,270,200123.7,554446.4,200123.7,554446.4,혜화동-039,127.00140059351016,37.58957983102615
270,271,199953.0,553914.3,199953.0,553914.3,혜화동-040,126.99946787653082,37.584785655503076
271,272,200047.9,554141.0,200047.9,554141.0,혜화동-041,127.00054232788587,37.58682820658787
272,273,200032.8,554380.7,200032.8,554380.7,혜화동-042,127.00037137512783,37.58898788670005
273,274,200098.4,554172.9,200098.4,554172.9,혜화동-043,127.00111409747717,37.58711561928622
274,275,200153.9,554378.5,200153.9,554378.5,혜화동-044,127.00174251881107,37.58896805258693
275,276,199655.0,554335.1,199655.0,554335.1,혜화동-045,126.99609378918598,37.58857697004942
276,277,197421.3,552429.7,197421.3,552429.7,사직동-001,126.9708097603543,37.571405888332876
277,278,197260.9,552519.9,197260.9,552519.9,사직동-002,126.96899373575164,37.5722181229234
278,279,197306.8,552508.4,197306.8,552508.4,사직동-003,126.96951336009252,37.57211464382473
279,280,197314.0,552510.1,197314.0,552510.1,사직동-004,126.96959485682827,37.57212998175853
280,281,197518.7,552324.4,197518.7,552324.4,사직동-005,126.97191266017974,37.57045740788676
281,282,197416.6,552601.0,197416.6,552601.0,사직동-006,126.97075595404768,37.57294927954619
282,283,197490.6,552615.5,197490.6,552615.5,사직동-007,126.97159358312541,37.57308012833536
283,284,197489.1,552570.8,197489.1,552570.8,사직동-008,126.97157675618536,37.572677379542704
284,285,197288.2,552581.7,197288.2,552581.7,사직동-009,126.9693025396996,37.57277501853706
285,286,197243.7,552664.5,197243.7,552664.5,사직동-010,126.96879849042506,37.5735209101727
286,287,197140.7,552607.3,197140.7,552607.3,사직동-011,126.96763274640674,37.57300522723707
287,288,197117.7,552651.3,197117.7,552651.3,사직동-012,126.96737221367053,37.57340159327018
288,289,197071.7,552589.1,197071.7,552589.1,사직동-013,126.96685173974703,37.5728410294439
289,290,197058.3,552547.2,197058.3,552547.2,사직동-014,126.96670022029855,37.572463469907625
290,291,197029.1,552515.4,197029.1,552515.4,사직동-015,126.96636980781001,37.572176859827564
291,292,196975.6,552500.9,196975.6,552500.9,사직동-016,126.96576425483923,37.57204604148763
292,293,196955.1,552661.3,196955.1,552661.3,사직동-017,126.96553153196106,37.5734911696734
293,294,196941.1,552585.0,196941.1,552585.0,사직동-018,126.96537336936277,37.572803664283384
294,295,197011.5,552540.7,197011.5,552540.7,사직동-019,126.96617047507783,37.572404754617324
295,296,197033.2,552608.7,197033.2,552608.7,사직동-020,126.96641584177284,37.573017501249915
